iso6393,glottocode,aes_status,Wikipedia_Url
mmp,siaw1243,moribund,https://en.wikipedia.org/wiki/Siawi_language
mmq,musa1266,shifting,https://en.wikipedia.org/wiki/Aisi_language
mmr,west2430,not endangered,
mmt,mala1489,shifting,https://en.wikipedia.org/wiki/Malalamai_language
mmu,mmaa1238,threatened,
mmv,miri1270,extinct,https://en.wikipedia.org/wiki/Miriti_language
mmw,emae1237,shifting,https://en.wikipedia.org/wiki/Emae_language
mmx,mada1285,threatened,https://en.wikipedia.org/wiki/Madak_language
mmy,miga1249,not endangered,https://en.wikipedia.org/wiki/Migaama_language
mmz,maba1270,not endangered,
mna,mbul1263,not endangered,https://en.wikipedia.org/wiki/Mbula_language
mnb,muna1247,threatened,https://en.wikipedia.org/wiki/Muna_language
mnc,manc1252,nearly extinct,https://en.wikipedia.org/wiki/Manchu_language
mnd,sala1273,extinct,https://en.wikipedia.org/wiki/Mond%C3%A9_language
mne,naba1253,not endangered,https://en.wikipedia.org/wiki/Naba_language
mnf,mund1327,not endangered,https://en.wikipedia.org/wiki/Mundani_language
mng,east2333,not endangered,
mnh,mono1270,threatened,https://en.wikipedia.org/wiki/Mono_language_(Congo)
mni,mani1292,threatened,https://en.wikipedia.org/wiki/Meitei_language
mnj,munj1244,shifting,https://en.wikipedia.org/wiki/Munji_language
mnk,mand1436,not endangered,https://en.wikipedia.org/wiki/Mandinka_language
mnl,tial1239,threatened,https://en.wikipedia.org/wiki/Merei-Tiale_language
mnm,mape1250,not endangered,https://en.wikipedia.org/wiki/Mapena_language
mnn,sout2692,not endangered,
mnp,minb1244,not endangered,https://en.wikipedia.org/wiki/Northern_Min
mnq,minr1238,shifting,https://en.wikipedia.org/wiki/Minriq_language
mnr,mono1275,nearly extinct,https://en.wikipedia.org/wiki/Mono_language_(California)
mns,mans1258,shifting,
mnu,merr1239,moribund,https://en.wikipedia.org/wiki/Mer_language
mnv,renn1242,not endangered,https://en.wikipedia.org/wiki/Rennellese_language
mnw,monn1252,threatened,https://en.wikipedia.org/wiki/Mon_language
mnx,mani1235,threatened,https://en.wikipedia.org/wiki/Sougb_language
mny,many1259,not endangered,
mnz,moni1261,threatened,https://en.wikipedia.org/wiki/Moni_language
moa,mwan1250,not endangered,https://en.wikipedia.org/wiki/Mwan_language
moc,moco1246,shifting,https://en.wikipedia.org/wiki/Mocov%C3%AD_language
mod,mobi1236,extinct,https://en.wikipedia.org/wiki/Mobilian_Jargon
moe,mont1268,threatened,https://en.wikipedia.org/wiki/Innu-aimun
mog,mong1342,threatened,https://en.wikipedia.org/wiki/Mongondow_language
moh,moha1258,shifting,https://en.wikipedia.org/wiki/Mohawk_language
moi,mboi1246,threatened,https://en.wikipedia.org/wiki/Mboi_language
moj,monz1249,threatened,https://en.wikipedia.org/wiki/Monzombo_language
mok,moro1289,shifting,https://en.wikipedia.org/wiki/Morori_language
mom,moni1237,extinct,https://en.wikipedia.org/wiki/Mangue_language
moo,mono1268,not endangered,https://en.wikipedia.org/wiki/Monom_language
mop,mopa1243,threatened,https://en.wikipedia.org/wiki/Mop%C3%A1n_language
moq,morb1239,moribund,https://en.wikipedia.org/wiki/Mor_language_(Papuan)
mor,moro1285,threatened,https://en.wikipedia.org/wiki/Moro_language
mos,moss1236,not endangered,https://en.wikipedia.org/wiki/Mossi_language
mot,bari1297,threatened,https://en.wikipedia.org/wiki/Bar%C3%AD_language
mou,mogu1251,not endangered,https://en.wikipedia.org/wiki/Mogum_language
mov,moha1256,moribund,https://en.wikipedia.org/wiki/Mojave_language
mow,moic1236,threatened,
mox,moli1248,not endangered,https://en.wikipedia.org/wiki/Molima_language
moy,shek1244,not endangered,https://en.wikipedia.org/wiki/Shakacho_language
moz,muku1242,not endangered,https://en.wikipedia.org/wiki/Mokilko_language
mpa,mpot1240,not endangered,https://en.wikipedia.org/wiki/Mpoto_language
mpb,mull1237,nearly extinct,https://en.wikipedia.org/wiki/Malak-Malak_language
mpc,mang1381,nearly extinct,https://en.wikipedia.org/wiki/Mangarrayi_language
mpd,mach1268,shifting,
mpe,maja1242,not endangered,https://en.wikipedia.org/wiki/Majang_language
mpg,marb1239,not endangered,https://en.wikipedia.org/wiki/Marba_language
mph,maun1240,threatened,https://en.wikipedia.org/wiki/Maung_language
mpi,mpad1242,threatened,https://en.wikipedia.org/wiki/Mpade_language
mpj,mart1256,shifting,https://en.wikipedia.org/wiki/Martu_Wangka
mpk,mbar1260,shifting,https://en.wikipedia.org/wiki/Mbara_language_(Chad)
mpl,midd1327,not endangered,
mpm,yoso1239,threatened,
mpn,mind1255,shifting,https://en.wikipedia.org/wiki/Mindiri_language
mpo,miuu1237,shifting,https://en.wikipedia.org/wiki/Miu_language
mpp,miga1241,not endangered,https://en.wikipedia.org/wiki/Migabac_language
mpq,mati1255,shifting,https://en.wikipedia.org/wiki/Matis_language
mpr,vang1243,not endangered,https://en.wikipedia.org/wiki/Vangunu_language
mps,dadi1250,not endangered,https://en.wikipedia.org/wiki/Dadibi_language
mpt,mian1256,shifting,https://en.wikipedia.org/wiki/Mian_language
mpu,maku1278,moribund,https://en.wikipedia.org/wiki/Makurap_language
mpv,mung1272,moribund,https://en.wikipedia.org/wiki/Mungkip_language
mpw,mapi1252,nearly extinct,https://en.wikipedia.org/wiki/Mapidian_language
mpx,misi1243,not endangered,https://en.wikipedia.org/wiki/Misima_language
mpy,mapi1250,extinct,https://en.wikipedia.org/wiki/Mapia_language
mpz,mpii1239,shifting,https://en.wikipedia.org/wiki/Mpi_language
mqa,maba1278,threatened,https://en.wikipedia.org/wiki/Maba_language_(Indonesia)
mqb,mbuk1243,not endangered,https://en.wikipedia.org/wiki/Mbuko_language
mqc,mang1408,threatened,https://en.wikipedia.org/wiki/Mangole_language
mqe,mate1260,threatened,https://en.wikipedia.org/wiki/Matepi_language
mqf,momu1241,shifting,https://en.wikipedia.org/wiki/Momuna_language
mqg,kota1275,not endangered,
mqh,tlaz1235,threatened,
mqi,mari1430,not endangered,https://en.wikipedia.org/wiki/Mariri_language
mqj,mama1276,not endangered,https://en.wikipedia.org/wiki/Mamasa_language
mqk,raja1254,not endangered,
mql,mbel1240,not endangered,https://en.wikipedia.org/wiki/Mbelime_language
mqm,sout2866,shifting,
mqn,moro1287,threatened,https://en.wikipedia.org/wiki/Moronene_language
mqo,modo1249,threatened,https://en.wikipedia.org/wiki/Modole_language
mqp,mani1297,threatened,https://en.wikipedia.org/wiki/Manipa_language
mqq,mino1243,threatened,
mqr,mand1443,moribund,https://en.wikipedia.org/wiki/Mander_language
mqs,west2600,threatened,https://en.wikipedia.org/wiki/West_Makian_language
mqt,mokk1243,not endangered,https://en.wikipedia.org/wiki/Mok_language
mqu,mand1425,not endangered,https://en.wikipedia.org/wiki/Mandari_dialect
mqv,mosi1248,moribund,https://en.wikipedia.org/wiki/Mosimo_language
mqw,muru1273,threatened,https://en.wikipedia.org/wiki/Murupi_language
mqx,mamu1255,threatened,https://en.wikipedia.org/wiki/Mamuju_language
mqy,mang1405,not endangered,https://en.wikipedia.org/wiki/Manggarai_language
mqz,mala1487,not endangered,https://en.wikipedia.org/wiki/Malasanga_language
mra,mlab1235,shifting,https://en.wikipedia.org/wiki/Mlabri_language
mrb,mari1426,shifting,https://en.wikipedia.org/wiki/Sungwadia_language
mrc,mari1440,moribund,https://en.wikipedia.org/wiki/Maricopa_language
mrd,west2418,shifting,
mre,mart1251,extinct,https://en.wikipedia.org/wiki/Martha%27s_Vineyard_Sign_Language
mrf,else1239,shifting,https://en.wikipedia.org/wiki/Elseng_language
mrg,misi1242,not endangered,https://en.wikipedia.org/wiki/Mising_language
mrh,mara1382,threatened,https://en.wikipedia.org/wiki/Mara_language
mri,maor1246,shifting,https://en.wikipedia.org/wiki/M%C4%81ori_language
mrj,west2392,threatened,
mrk,hmwa1243,shifting,https://en.wikipedia.org/wiki/Hmwaveke_language
mrl,mort1237,shifting,https://en.wikipedia.org/wiki/Mortlockese_language
mrm,merl1237,not endangered,https://en.wikipedia.org/wiki/Mwerlap_language
mrn,chek1238,not endangered,https://en.wikipedia.org/wiki/Cheke_Holo_language
mro,mruu1242,threatened,https://en.wikipedia.org/wiki/Mru_language
mrp,moro1286,shifting,https://en.wikipedia.org/wiki/Ande_language
mrq,nort2845,shifting,
mrr,mari1414,not endangered,https://en.wikipedia.org/wiki/Madiya_language
mrs,mara1399,nearly extinct,https://en.wikipedia.org/wiki/Tape_language
mrt,marg1265,not endangered,https://en.wikipedia.org/wiki/Margi_language
mru,mono1269,moribund,https://en.wikipedia.org/wiki/Mono_language_(Cameroon)
mrv,mang1401,shifting,https://en.wikipedia.org/wiki/Mangareva_language
mrw,mara1404,threatened,https://en.wikipedia.org/wiki/Maranao_language
mrx,mare1261,moribund,https://en.wikipedia.org/wiki/Dineor_language
mry,kara1489,not endangered,https://en.wikipedia.org/wiki/Mandaya_language
mrz,nucl1622,threatened,https://en.wikipedia.org/wiki/Marind_language
msb,masb1238,not endangered,https://en.wikipedia.org/wiki/Masbate%C3%B1o_language
msc,sank1253,threatened,
msd,yuca1236,shifting,https://en.wikipedia.org/wiki/Mayan_Sign_Language
mse,muse1242,not endangered,https://en.wikipedia.org/wiki/Musey_language
msf,mekw1241,moribund,https://en.wikipedia.org/wiki/Mekwei_language
msg,mora1239,threatened,https://en.wikipedia.org/wiki/Moraid_language
msh,masi1268,not endangered,
msi,saba1263,not endangered,
msj,made1252,not endangered,https://en.wikipedia.org/wiki/Ma_language
msk,mans1262,threatened,https://en.wikipedia.org/wiki/Mansaka_language
msl,molo1262,shifting,https://en.wikipedia.org/wiki/Molof_language
msm,agus1235,not endangered,
msn,vure1239,shifting,https://en.wikipedia.org/wiki/Vur%C3%ABs_language
mso,nucl1452,shifting,https://en.wikipedia.org/wiki/Mombum_language
msp,mari1442,extinct,https://en.wikipedia.org/wiki/Maritsau%C3%A1_language
msq,caac1237,shifting,https://en.wikipedia.org/wiki/Caac_language
msr,mong1264,not endangered,https://en.wikipedia.org/wiki/Mongolian_Sign_Language
mss,west2535,shifting,
msu,muso1238,shifting,https://en.wikipedia.org/wiki/Musom_language
msv,masl1241,shifting,https://en.wikipedia.org/wiki/Maslam_language
msw,mans1259,threatened,https://en.wikipedia.org/wiki/Sua_language
msx,more1258,shifting,https://en.wikipedia.org/wiki/Moresada_language
msy,arua1260,shifting,https://en.wikipedia.org/wiki/Aruamu_language
msz,moma1243,shifting,https://en.wikipedia.org/wiki/Momare_language
mta,cota1241,not endangered,https://en.wikipedia.org/wiki/Cotabato_Manobo_language
mtb,anyi1244,not endangered,
mtc,muni1257,not endangered,https://en.wikipedia.org/wiki/Munit_language
mtd,mual1241,not endangered,https://en.wikipedia.org/wiki/Mualang_language
mte,mono1273,shifting,https://en.wikipedia.org/wiki/Mono-Alu_language
mtf,muri1260,shifting,https://en.wikipedia.org/wiki/Nor_language
mtg,unaa1239,not endangered,https://en.wikipedia.org/wiki/Goliath_language
mth,mung1269,threatened,https://en.wikipedia.org/wiki/Munggui_language
mti,maiw1251,not endangered,https://en.wikipedia.org/wiki/Maiwa_language_(Papuan)
mtj,mosk1236,threatened,https://en.wikipedia.org/wiki/Moskona_language
mtk,mbee1250,threatened,https://en.wikipedia.org/wiki/Mb%C9%99%CA%BC_language
mtl,mont1280,threatened,https://en.wikipedia.org/wiki/Montol_language
mtm,mato1250,extinct,
mtn,mata1288,extinct,https://en.wikipedia.org/wiki/Matagalpa_language
mto,toto1305,shifting,https://en.wikipedia.org/wiki/Totontepec_Mixe
mtp,wich1262,threatened,https://en.wikipedia.org/wiki/Wich%C3%AD_Lhamt%C3%A9s_Nocten
mtq,muon1246,not endangered,https://en.wikipedia.org/wiki/Muong_language
mtr,mewa1249,not endangered,https://en.wikipedia.org/wiki/Mewari_language
mts,yora1241,not endangered,https://en.wikipedia.org/wiki/Yora_language
mtt,mota1237,shifting,https://en.wikipedia.org/wiki/Mota_language
mtu,tutu1243,threatened,https://en.wikipedia.org/wiki/Tututepec_Mixtec
mtv,asar1240,not endangered,
mtw,maga1264,not endangered,https://en.wikipedia.org/wiki/Magahat_language
mtx,tida1235,threatened,https://en.wikipedia.org/wiki/Tida%C3%A1_Mixtec
mty,nabi1239,shifting,https://en.wikipedia.org/wiki/Nabi_language
mua,mund1325,not endangered,https://en.wikipedia.org/wiki/Mundang_language
mub,mubi1246,not endangered,https://en.wikipedia.org/wiki/Mubi_language
muc,mbuu1238,shifting,https://en.wikipedia.org/wiki/Mbu%CA%BC_language
mud,medn1235,extinct,https://en.wikipedia.org/wiki/Mednyj_Aleut_language
mue,medi1245,threatened,https://en.wikipedia.org/wiki/Media_Lengua
mug,musg1254,not endangered,https://en.wikipedia.org/wiki/Musgu_language
muh,mund1326,not endangered,https://en.wikipedia.org/wiki/M%C3%BCnd%C3%BC_language
mui,musi1241,not endangered,https://en.wikipedia.org/wiki/Musi_language
muj,mabi1242,extinct,https://en.wikipedia.org/wiki/Mabire_language
muk,mugo1238,not endangered,https://en.wikipedia.org/wiki/Mugom_dialect
mum,maiw1249,not endangered,https://en.wikipedia.org/wiki/Maiwala_language
muo,nyon1241,not endangered,https://en.wikipedia.org/wiki/Nyong_language
mup,malv1243,not endangered,https://en.wikipedia.org/wiki/Malvi_language
muq,east2371,not endangered,
mur,murl1244,threatened,https://en.wikipedia.org/wiki/Murle_language
mus,cree1270,moribund,https://en.wikipedia.org/wiki/Muscogee_language
mut,west2408,not endangered,
muu,yaak1241,moribund,https://en.wikipedia.org/wiki/Yaaku_language
muv,muth1236,not endangered,https://en.wikipedia.org/wiki/Muthuvan_language
mux,boun1245,not endangered,https://en.wikipedia.org/wiki/Tembagla_language
muy,muya1243,not endangered,https://en.wikipedia.org/wiki/Muyang_language
muz,murs1242,shifting,https://en.wikipedia.org/wiki/Mursi_language
mva,mana1295,shifting,https://en.wikipedia.org/wiki/Manam_language
mvb,matt1238,extinct,https://en.wikipedia.org/wiki/Mattole_language
mvd,mamb1305,shifting,https://en.wikipedia.org/wiki/Mamboru_language
mve,marw1256,not endangered,
mvf,peri1253,threatened,https://en.wikipedia.org/wiki/Southern_Mongolian
mvg,yucu1250,threatened,
mvh,mire1238,not endangered,https://en.wikipedia.org/wiki/Mire_language
mvi,miya1259,moribund,https://en.wikipedia.org/wiki/Miyakoan_language
mvk,mekm1240,shifting,https://en.wikipedia.org/wiki/Mekmek_language
mvl,mbar1254,extinct,https://en.wikipedia.org/wiki/Mbara-Yanga_language
mvn,mina1269,not endangered,https://en.wikipedia.org/wiki/Minaveha_language
mvo,maro1244,not endangered,https://en.wikipedia.org/wiki/Marovo_language
mvp,duri1242,threatened,https://en.wikipedia.org/wiki/Duri_language
mvq,moer1240,moribund,https://en.wikipedia.org/wiki/Moere_language
mvr,mara1397,threatened,https://en.wikipedia.org/wiki/Marau_language
mvs,mass1263,moribund,https://en.wikipedia.org/wiki/Massep_language
mvt,mpot1241,shifting,https://en.wikipedia.org/wiki/Botovro_language
mvu,marf1238,not endangered,https://en.wikipedia.org/wiki/Marfa_language
mvv,taga1273,threatened,https://en.wikipedia.org/wiki/Tagol_language
mvw,mach1265,not endangered,
mvx,meos1237,shifting,https://en.wikipedia.org/wiki/Meoswar_language
mvy,indu1241,threatened,https://en.wikipedia.org/wiki/Indus_Kohistani
mvz,mesq1240,not endangered,https://en.wikipedia.org/wiki/Mesqan_language
mwa,mwat1237,shifting,https://en.wikipedia.org/wiki/Mwatebu_language
mwb,juwa1238,shifting,https://en.wikipedia.org/wiki/Juwal_language
mwc,aree1239,not endangered,https://en.wikipedia.org/wiki/Are_language
mwe,mwer1248,not endangered,https://en.wikipedia.org/wiki/Mwera_language
mwf,murr1258,shifting,https://en.wikipedia.org/wiki/Murrinh-patha_language
mwg,aikl1237,not endangered,
mwh,mouk1239,not endangered,https://en.wikipedia.org/wiki/Mouk-Aria_language
mwi,labo1244,shifting,https://en.wikipedia.org/wiki/Ninde_language
mwk,kita1249,not endangered,
mwl,mira1251,threatened,https://en.wikipedia.org/wiki/Mirandese_language
mwm,sarr1246,not endangered,https://en.wikipedia.org/wiki/Sar_language
mwn,nyam1275,not endangered,https://en.wikipedia.org/wiki/Mwanga_language
mwo,cent2058,threatened,https://en.wikipedia.org/wiki/Sungwadaga_language
mwp,kala1377,moribund,https://en.wikipedia.org/wiki/Kalaw_Lagaw_Ya
mwq,munc1235,not endangered,https://en.wikipedia.org/wiki/M%C3%BCn_language
mws,mwim1241,not endangered,
mwt,moke1242,shifting,
mwu,mitt1253,extinct,https://en.wikipedia.org/wiki/Mittu_language
mwv,ment1249,not endangered,https://en.wikipedia.org/wiki/Mentawai_language
mww,hmon1333,not endangered,
mwz,moin1241,threatened,https://en.wikipedia.org/wiki/Moingi_language
mxa,nort2986,threatened,
mxb,tezo1238,shifting,
mxc,many1258,not endangered,https://en.wikipedia.org/wiki/Manyika_dialect
mxd,moda1244,threatened,https://en.wikipedia.org/wiki/Modang_language
mxe,mele1250,not endangered,https://en.wikipedia.org/wiki/Mele-Fila_language
mxf,malg1250,threatened,https://en.wikipedia.org/wiki/Malgbe_language
mxg,mban1264,not endangered,https://en.wikipedia.org/wiki/Mbangala_language
mxh,mvub1239,threatened,https://en.wikipedia.org/wiki/Mvuba_language
mxi,moza1249,extinct,https://en.wikipedia.org/wiki/Mozarabic_language
mxj,miju1243,shifting,https://en.wikipedia.org/wiki/Miju_language
mxk,nucl1458,shifting,https://en.wikipedia.org/wiki/Monumbo_language
mxl,maxi1236,not endangered,
mxm,mera1242,not endangered,https://en.wikipedia.org/wiki/Meramera_language
mxn,moii1235,shifting,https://en.wikipedia.org/wiki/Moi_language
mxo,mbow1246,shifting,https://en.wikipedia.org/wiki/Mbowe_language
mxp,tlah1239,shifting,https://en.wikipedia.org/wiki/Tlahuitoltepec_Mixe
mxq,juqu1238,shifting,
mxr,muri1259,shifting,https://en.wikipedia.org/wiki/Murik_Kayan_language
mxs,huit1252,threatened,
mxt,jami1235,threatened,
mxu,mada1293,not endangered,https://en.wikipedia.org/wiki/Ma%C9%97a_language
mxv,metl1238,threatened,
mxw,namo1246,moribund,https://en.wikipedia.org/wiki/Namo_language
mxx,maho1249,not endangered,
mxy,sout3002,threatened,https://en.wikipedia.org/wiki/Nuxa%C3%A1_Mixtec
mxz,cent2072,moribund,
mya,nucl1310,not endangered,https://en.wikipedia.org/wiki/Burmese_language
myb,mbay1241,not endangered,https://en.wikipedia.org/wiki/Mbay_language
myc,maye1238,moribund,
mye,myen1241,not endangered,https://en.wikipedia.org/wiki/Myene_language
myf,bamb1262,shifting,https://en.wikipedia.org/wiki/Bambassi_language
myg,mant1267,threatened,https://en.wikipedia.org/wiki/Manta_language
myh,maka1318,extinct,https://en.wikipedia.org/wiki/Makah_language
myj,mang1387,shifting,https://en.wikipedia.org/wiki/Mangaya_language
myk,mama1271,not endangered,https://en.wikipedia.org/wiki/Minyanka_language
myl,moma1242,not endangered,
mym,meen1242,shifting,https://en.wikipedia.org/wiki/Me%CA%BCen_language
myo,anfi1235,shifting,https://en.wikipedia.org/wiki/Anfillo_language
myp,pira1253,threatened,https://en.wikipedia.org/wiki/Pirah%C3%A3_language
myr,muni1258,extinct,https://en.wikipedia.org/wiki/Munichi_language
mys,mesm1243,extinct,https://en.wikipedia.org/wiki/Mesmes_language
myu,mund1330,shifting,https://en.wikipedia.org/wiki/Munduruku_language
myv,erzy1239,shifting,https://en.wikipedia.org/wiki/Erzya_language
