,iso6393,glottocode,aes_status
2721,jur,juru1256,shifting
2722,jus,juml1239,threatened
2723,jut,juti1236,shifting
2724,juu,juuu1243,shifting
2725,juw,waph1238,shifting
2726,juy,jura1242,moribund
2727,jvd,javi1237,extinct
2728,jvn,cari1276,not endangered
2729,jwi,jwir1241,not endangered
2730,jye,jude1267,threatened
2731,jyy,jaya1242,shifting
2732,kaa,kara1467,not endangered
2733,kab,kaby1243,threatened
2734,kac,kach1280,not endangered
2735,kad,kada1284,not endangered
2736,kae,keta1243,extinct
2737,kaf,kats1235,shifting
2738,kag,kaja1250,threatened
2739,kah,kara1482,shifting
2740,kai,kare1348,not endangered
2741,kaj,jjuu1238,not endangered
2742,kak,ahin1234,not endangered
2743,kal,kala1399,threatened
2744,kam,kamb1297,not endangered
2745,kan,nucl1305,not endangered
2746,kao,xaas1235,not endangered
2747,kap,bezh1248,shifting
2748,kaq,capa1241,moribund
2749,kas,kash1277,not endangered
2750,kat,nucl1302,not endangered
2751,kav,nucl1668,extinct
2752,kaw,kawi1241,extinct
2753,kax,kaoo1238,shifting
2754,kay,kama1373,shifting
2755,kaz,kaza1248,not endangered
2756,kba,kala1379,extinct
2757,kbb,kaxu1237,moribund
2758,kbc,kadi1248,shifting
2759,kbd,kaba1278,threatened
2760,kbe,kanj1260,extinct
2761,kbg,kham1283,shifting
2762,kbh,cams1241,shifting
2763,kbi,kapt1235,moribund
2764,kbj,kari1306,shifting
2765,kbk,gras1249,shifting
2766,kbl,kane1243,not endangered
2767,kbm,iwal1237,not endangered
2768,kbn,kare1338,not endangered
2769,kbo,keli1248,not endangered
2770,kbp,kabi1261,not endangered
2771,kbq,kama1370,threatened
2772,kbr,kafa1242,not endangered
2773,kbs,kand1300,moribund
2774,kbt,abad1241,not endangered
2775,kbu,kabu1254,threatened
2776,kbv,dera1245,shifting
2777,kbw,kaie1237,shifting
2778,kbx,apma1241,shifting
2779,kby,mang1399,not endangered
2780,kbz,duhw1236,threatened
2781,kca,khan1273,shifting
2782,kcb,kawa1276,moribund
2783,kcc,lubi1238,not endangered
2784,kcd,ngka1235,shifting
2785,kce,kaiv1238,shifting
2786,kcf,ukaa1243,not endangered
2787,kcg,tyap1238,not endangered
2788,kch,vono1238,threatened
2789,kci,kama1358,not endangered
2790,kcj,kobi1241,shifting
2791,kck,kala1384,not endangered
2792,kcl,kela1255,threatened
2793,kcm,gula1266,not endangered
2794,kcn,nubi1253,shifting
2795,kco,kina1251,shifting
2796,kcp,kang1288,shifting
2797,kcq,kamo1254,not endangered
2798,kcr,katl1237,threatened
2799,kcs,koen1239,shifting
2800,kct,kaia1245,shifting
2801,kcu,kami1256,moribund
2802,kcv,kete1252,not endangered
2803,kcw,kabw1242,not endangered
2804,kcx,kach1284,shifting
2805,kcy,kora1291,shifting
2806,kcz,kono1265,threatened
2807,kda,wori1245,extinct
2808,kdc,kutu1263,threatened
2809,kdd,yank1247,nearly extinct
2810,kde,mako1251,not endangered
2811,kdf,mamu1254,not endangered
2812,kdg,seba1247,threatened
2813,kdh,temm1241,not endangered
2814,kdi,kuma1275,not endangered
2815,kdj,kara1483,not endangered
2816,kdk,nume1242,shifting
2817,kdl,tsik1238,not endangered
2818,kdm,kago1247,threatened
2819,kdn,kund1255,threatened
2820,kdp,kani1277,not endangered
2821,kdq,koch1250,threatened
2822,kdr,kara1464,nearly extinct
2823,kdt,kuyy1240,moribund
2824,kdu,kada1282,shifting
2825,kdw,kone1241,shifting
2826,kdx,kamm1249,not endangered
2827,kdy,kede1239,shifting
2828,kdz,kwaj1242,not endangered
2829,kea,kabu1256,not endangered
2830,keb,kele1257,threatened
2831,kec,keig1242,shifting
2832,ked,kere1283,threatened
2833,kee,east1472,shifting
2834,kef,kpes1238,threatened
2835,keg,tese1238,shifting
2836,keh,keak1239,shifting
2837,kei,keii1239,not endangered
2838,kej,kada1242,threatened
2839,kek,kekc1242,threatened
2840,kel,kela1254,not endangered
2841,kem,kema1243,threatened
2842,ken,keny1279,not endangered
2843,keo,kakw1240,not endangered
2844,kep,kaik1244,not endangered
2845,keq,kama1350,not endangered
2846,ker,kera1255,not endangered
2847,kes,kugb1241,shifting
2848,ket,kett1243,shifting
2849,keu,akeb1238,not endangered
2850,kev,kani1275,threatened
2851,kew,west2599,not endangered
2852,kex,kukn1238,not endangered
2853,key,kupi1238,threatened
2854,kez,kuke1242,not endangered
2855,kfa,koda1255,shifting
2856,kfb,nort2699,shifting
2857,kfc,kond1295,threatened
2858,kfd,korr1238,threatened
2859,kfe,kota1263,shifting
2860,kff,koya1251,not endangered
2861,kfg,kudi1237,threatened
2862,kfh,kuri1256,shifting
2863,kfi,kann1253,not endangered
2864,kfj,kemi1240,threatened
2865,kfk,kinn1249,shifting
2866,kfl,kung1260,shifting
2867,kfm,khun1255,threatened
2868,kfn,kukk1239,shifting
2869,kfo,koro1306,threatened
2870,kfp,korw1242,threatened
2871,kfq,kork1243,not endangered
2872,kfr,kach1277,not endangered
2873,kfs,bila1253,not endangered
2874,kft,kanj1259,not endangered
2875,kfu,katk1238,not endangered
2876,kfv,kurm1243,threatened
2877,kfw,khar1288,not endangered
2878,kfx,kull1236,shifting
2879,kfy,kuma1273,threatened
2880,kfz,koro1298,not endangered
2881,kga,koya1253,not endangered
2882,kgb,kawe1240,threatened
2883,kge,kome1238,not endangered
2884,kgf,kube1244,not endangered
2885,kgg,kusu1250,nearly extinct
2886,kgi,sela1253,shifting
2887,kgj,gama1251,threatened
2888,kgk,kaiw1246,threatened
2889,kgl,kung1258,extinct
2890,kgm,kari1309,extinct
2891,kgn,kari1303,threatened
2892,kgo,kron1241,threatened
2893,kgp,kain1272,threatened
2894,kgq,kamo1255,threatened
2895,kgr,abun1252,shifting
2896,kgs,kumb1268,moribund
2897,kgt,somy1238,nearly extinct
2898,kgu,kobo1248,not endangered
2899,kgv,kara1499,moribund
2900,kgw,karo1303,threatened
2901,kgx,kama1364,threatened
2902,kgy,kyer1238,shifting
2903,kha,khas1269,threatened
2904,khb,luuu1242,not endangered
2905,khc,tuka1248,threatened
2906,khd,badi1247,moribund
2907,khe,koro1312,shifting
2908,khf,khue1238,not endangered
2909,khg,kham1282,not endangered
2910,khh,kehu1238,moribund
2911,khj,kutu1262,threatened
2912,khk,halh1238,not endangered
2913,khl,lusi1240,not endangered
2914,khm,cent1989,not endangered
2915,khn,khan1272,not endangered
2916,kho,khot1251,extinct
2917,khp,kapo1250,threatened
2918,khq,koyr1240,not endangered
2919,khr,khar1287,threatened
2920,khs,kasu1251,not endangered
2921,kht,kham1290,threatened
2922,khu,nkhu1238,not endangered
2923,khv,khva1239,shifting
2924,khw,khow1242,not endangered
2925,khx,kanu1278,shifting
2926,khy,kele1255,not endangered
2927,khz,keap1239,not endangered
2928,kia,kimm1246,threatened
2929,kib,koal1240,not endangered
2930,kic,kick1244,shifting
2931,kid,kosh1246,shifting
2932,kie,kibe1241,not endangered
2933,kif,east2354,threatened
2934,kig,kima1246,threatened
2935,kih,kilm1241,shifting
2936,kii,kits1249,extinct
2937,kij,kili1267,not endangered
2938,kik,kiku1240,not endangered
2939,kil,kari1316,shifting
2940,kim,kara1462,nearly extinct
2941,kin,kiny1244,not endangered
2942,kio,kiow1266,nearly extinct
2943,kip,shes1236,shifting
2944,kiq,kosa1251,shifting
2945,kir,kirg1245,not endangered
2946,kis,kiss1246,shifting
2947,kit,agob1244,not endangered
2948,kiu,kirm1248,threatened
2949,kiv,kimb1242,threatened
2950,kiw,nort2930,not endangered
2951,kix,khia1236,threatened
2952,kiy,kiri1256,shifting
2953,kiz,kisi1243,threatened
2954,kja,mlap1238,shifting
2955,kjb,qanj1241,threatened
2956,kjc,coas1295,threatened
2957,kjd,sout2949,not endangered
2958,kje,kisa1266,not endangered
2959,kjg,khmu1256,not endangered
2960,kjh,khak1248,shifting
2961,kji,zaba1237,not endangered
2962,kjj,khin1240,shifting
2963,kjk,high1275,threatened
2964,kjl,west2420,not endangered
2965,kjm,khan1274,shifting
2966,kjn,kunj1245,nearly extinct
2967,kjo,hari1246,not endangered
2968,kjp,pwoe1235,not endangered
2969,kjq,west2632,shifting
2970,kjr,kuru1305,threatened
2971,kjs,east2516,threatened
2972,kjt,phra1235,not endangered
2973,kju,kash1280,moribund
2974,kjv,kajk1237,N/A
2975,kjx,ramo1245,not endangered
2976,kjy,erav1244,not endangered
2977,kjz,bumt1240,threatened
2978,kka,kaka1264,not endangered
2979,kkb,kwer1264,moribund
2980,kkc,odoo1238,shifting
2981,kkd,kinu1239,not endangered
2982,kke,kaka1265,threatened
2983,kkf,kala1376,not endangered
2984,kkg,maba1279,not endangered
2985,kkh,khun1259,not endangered
2986,kki,kagu1239,not endangered
2987,kkj,kako1242,not endangered
2988,kkk,koko1269,shifting
2989,kkl,kosa1249,not endangered
2990,kkm,kion1242,extinct
2991,kkn,konk1268,threatened
2992,kko,kark1256,shifting
2993,kkp,gugu1254,moribund
2994,kkq,kaik1247,not endangered
2995,kkr,kirb1236,shifting
2996,kks,giiw1236,moribund
2997,kkt,koii1238,shifting
2998,kku,tumi1238,shifting
2999,kkv,kang1289,not endangered
3000,kkw,teke1280,not endangered
3001,kkx,kohi1250,threatened
3002,kky,gugu1255,moribund
3003,kkz,kask1239,nearly extinct
3004,kla,klam1254,extinct
3005,klb,kili1268,nearly extinct
3006,klc,kolb1240,shifting
3007,kld,gami1243,nearly extinct
3008,kle,kulu1253,shifting
3009,klf,kend1253,shifting
3010,klg,taga1268,not endangered
3011,klh,weli1239,shifting
3012,kli,kalu1247,not endangered
3013,klj,turk1303,threatened
3014,klk,kono1264,shifting
3015,kll,kaga1255,threatened
3016,klm,kolo1267,threatened
3017,klo,kapy1238,shifting
3018,klp,kama1360,nearly extinct
3019,klq,rumu1243,not endangered
3020,klr,khal1275,threatened
3021,kls,kala1372,shifting
3022,klt,nukn1238,threatened
3023,klu,klao1243,not endangered
3024,klv,mask1242,not endangered
3025,klw,lind1248,not endangered
3026,klx,kolu1245,not endangered
3027,kly,kala1394,shifting
3028,klz,kabo1247,not endangered
3029,kma,konn1242,threatened
3030,kmb,kimb1241,not endangered
3031,kmc,sout2741,not endangered
3032,kmd,madu1248,not endangered
3033,kme,bako1250,shifting
3034,kmf,kare1341,threatened
3035,kmg,kate1253,not endangered
3036,kmh,kala1397,not endangered
3037,kmi,kami1258,shifting
3038,kmj,kuma1274,threatened
3039,kmk,limo1248,not endangered
3040,kml,lowe1412,not endangered
3041,kmm,komi1270,threatened
3042,kmn,awtu1239,shifting
3043,kmo,kwom1262,shifting
3044,kmp,gimm1241,threatened
3045,kmq,kwam1249,threatened
3046,kmr,nort2641,threatened
3047,kms,kama1367,shifting
3048,kmt,kemt1242,shifting
3049,kmu,kani1286,not endangered
3050,kmv,kari1301,threatened
3051,kmw,komo1260,threatened
3052,kmx,wabo1241,not endangered
3053,kmy,koma1266,not endangered
3054,kmz,khor1269,threatened
3055,kna,dera1248,threatened
3056,knb,lubu1243,not endangered
3057,knc,cent2050,not endangered
3058,knd,kond1303,threatened
3059,kne,kank1243,not endangered
3060,knf,mank1251,threatened
3061,kng,koon1244,not endangered
3062,kni,kanu1277,not endangered
3063,knj,west2635,shifting
3064,knk,kura1250,not endangered
3065,knl,keni1248,not endangered
3066,knm,kana1291,shifting
3067,knn,konk1267,not endangered
3068,kno,kono1268,not endangered
3069,knp,kwan1276,nearly extinct
3070,knq,kint1239,shifting
3071,knr,kani1285,shifting
3072,kns,kens1248,shifting
3073,knt,pano1254,shifting
3074,knu,kono1267,not endangered
3075,knv,tabo1241,shifting
3076,knw,kung1261,threatened
3077,knx,kend1254,not endangered
3078,kny,kany1247,not endangered
3079,knz,kala1383,shifting
3080,koa,kono1269,shifting
3081,koc,kpat1246,extinct
3082,kod,kodi1247,not endangered
3083,koe,kaci1244,shifting
3084,kof,kubi1239,extinct
3085,kog,cogu1240,threatened
3086,koh,koyo1242,threatened
3087,koi,komi1269,threatened
3088,kol,kolp1236,shifting
3089,koo,konz1239,not endangered
3090,kop,kwat1244,threatened
3091,koq,kota1274,threatened
3092,kor,kore1280,not endangered
3093,kos,kosr1238,shifting
3094,kot,lagw1237,threatened
3095,kou,koke1240,shifting
3096,kov,kudu1241,moribund
3097,kow,kuga1239,threatened
3098,koy,koyu1237,nearly extinct
3099,koz,kora1296,threatened
3100,kpa,kutt1236,shifting
3101,kpb,mull1244,not endangered
3102,kpc,curr1243,threatened
3103,kpd,koba1240,threatened
3104,kpf,komb1273,not endangered
3105,kpg,kapi1249,shifting
3106,kph,kpla1238,not endangered
3107,kpi,kofe1239,shifting
3108,kpj,kara1500,shifting
3109,kpk,kpan1246,threatened
3110,kpl,kpal1241,threatened
3111,kpm,koho1244,not endangered
3112,kpn,kepk1241,extinct
3113,kpo,ikpo1238,not endangered
3114,kpq,koru1245,not endangered
3115,kpr,kora1294,not endangered
3116,kps,tehi1237,threatened
3117,kpt,kara1474,shifting
3118,kpu,kafo1240,threatened
3119,kpv,komi1268,threatened
3120,kpw,kobo1249,not endangered
3121,kpx,moun1252,not endangered
3122,kpy,kory1246,shifting
3123,kpz,kups1238,not endangered
3124,kqa,mumm1238,threatened
3125,kqb,kova1243,not endangered
3126,kqc,doro1266,not endangered
3127,kqd,koys1242,threatened
3128,kqe,kala1388,threatened
3129,kqf,kaka1267,not endangered
3130,kqg,khee1238,shifting
3131,kqh,kisa1264,shifting
3132,kqi,koit1244,shifting
3133,kqj,koro1313,not endangered
3134,kqk,kota1272,not endangered
3135,kql,kyen1243,shifting
3136,kqm,khis1238,shifting
3137,kqn,kaon1241,not endangered
3138,kqo,east2414,not endangered
3139,kqp,kimr1241,not endangered
3140,kqq,kren1239,moribund
3141,kqr,kima1244,threatened
3142,kqs,nort2765,not endangered
3143,kqt,klia1235,threatened
3144,kqu,vaal1235,extinct
3145,kqv,okol1241,threatened
3146,kqw,kand1301,shifting
3147,kqx,mser1242,moribund
3148,kqy,koor1239,not endangered
3149,kqz,kora1292,extinct
3150,kra,kumh1238,shifting
3151,krb,kark1259,extinct
3152,krc,kara1465,threatened
3153,krd,kair1265,shifting
3154,kre,pana1307,shifting
3155,krf,koro1308,shifting
3156,krh,kura1249,not endangered
3157,kri,krio1253,not endangered
3158,krj,kina1250,not endangered
3159,krk,kere1280,extinct
3160,krl,kare1335,shifting
3161,krn,sapo1251,not endangered
3162,krp,koro1304,threatened
3163,krr,krun1240,threatened
3164,krs,gbay1288,threatened
3165,krt,tuma1248,not endangered
3166,kru,kuru1301,threatened
3167,krv,kave1238,shifting
3168,krw,west2488,not endangered
3169,krx,karo1294,threatened
3170,kry,kryt1240,shifting
3171,krz,sota1242,moribund
3172,ksa,shuw1238,threatened
3173,ksb,sham1280,not endangered
3174,ksc,sout2908,not endangered
3175,ksd,kuan1248,not endangered
3176,kse,kuni1263,not endangered
3177,ksf,bafi1243,not endangered
3178,ksg,kusa1251,not endangered
3179,ksh,kols1241,threatened
3180,ksi,kris1246,moribund
3181,ksj,uare1241,not endangered
3182,ksk,kans1243,extinct
3183,ksl,kuma1278,not endangered
3184,ksm,kumb1238,not endangered
3185,ksn,kasi1256,not endangered
3186,kso,kofa1236,threatened
3187,ksp,kaba1281,not endangered
3188,ksq,kwaa1269,not endangered
3189,ksr,boro1279,not endangered
3190,kss,sout2778,not endangered
3191,kst,winy1241,not endangered
3192,ksu,kham1291,nearly extinct
3193,ksv,kusu1252,not endangered
3194,ksw,sgaw1245,not endangered
3195,ksx,keda1252,not endangered
3196,ksy,khar1283,not endangered
3197,ksz,koda1254,threatened
3198,kta,katu1273,not endangered
3199,ktb,kamb1316,not endangered
3200,ktc,khol1240,threatened
3201,ktd,koka1244,nearly extinct
3202,kte,nubr1241,shifting
3203,ktf,kwam1250,threatened
3204,ktg,kalk1246,extinct
3205,kth,kara1484,shifting
3206,kti,nort2916,shifting
3207,ktj,plap1239,moribund
3208,ktk,kani1282,extinct
3209,ktl,koro1296,shifting
3210,ktm,kurt1250,not endangered
3211,ktn,kari1311,shifting
3212,kto,kuot1243,shifting
3213,ktp,kadu1253,threatened
3214,ktq,kata1268,extinct
3215,kts,sout2940,shifting
3216,ktt,ketu1238,shifting
3217,ktu,kitu1246,not endangered
3218,ktv,east1236,not endangered
3219,ktw,kato1244,extinct
3220,ktx,kaxa1239,shifting
3221,kty,kang1286,not endangered
3222,ktz,juho1239,threatened
3223,kua,kuan1247,not endangered
3224,kub,kute1248,not endangered
3225,kuc,kwin1242,threatened
3226,kud,auhe1237,not endangered
3227,kue,kuma1280,threatened
3228,kuf,west2398,shifting
3229,kug,kupa1238,not endangered
3230,kuh,kush1236,not endangered
3231,kui,kuik1246,shifting
3232,kuj,kuri1259,not endangered
3233,kuk,kepo1237,shifting
3234,kul,kule1247,not endangered
3235,kum,kumy1244,threatened
3236,kun,kuna1268,not endangered
3237,kuo,kumu1247,not endangered
3238,kup,kuni1267,not endangered
3239,kuq,kari1317,moribund
3240,kus,kusa1250,not endangered
3241,kut,kute1249,nearly extinct
3242,kuu,uppe1438,nearly extinct
3243,kuv,kurr1245,threatened
3244,kuw,kpag1238,threatened
3245,kux,kuka1246,threatened
3246,kuy,kuuk1238,moribund
3247,kuz,kunz1244,extinct
3248,kva,bagv1239,shifting
3249,kvb,kubu1239,threatened
3250,kvc,kove1237,shifting
3251,kvd,kuii1253,shifting
3252,kve,kala1391,threatened
3253,kvf,kaba1292,threatened
3254,kvg,kuni1265,not endangered
3255,kvh,komo1261,threatened
3256,kvi,kwan1285,not endangered
3257,kvj,psik1239,not endangered
3258,kvk,kore1273,not endangered
3259,kvl,brek1238,not endangered
3260,kvm,kend1252,shifting
3261,kvn,bord1248,threatened
3262,kvo,dobe1238,not endangered
3263,kvp,komp1237,threatened
3264,kvq,geba1237,not endangered
3265,kvr,keri1250,threatened
3266,kvt,laht1236,not endangered
3267,kvu,yinb1236,not endangered
3268,kvv,kola1285,not endangered
3269,kvw,wers1238,threatened
3270,kvx,park1237,not endangered
3271,kvy,yint1235,threatened
3272,kvz,tsak1250,threatened
3273,kwa,daww1239,shifting
3274,kwb,kwaa1262,threatened
3275,kwc,likw1239,not endangered
3276,kwd,kwai1243,not endangered
3277,kwe,nucl1595,threatened
3278,kwf,kwar1239,not endangered
3279,kwg,sara1322,not endangered
3280,kwh,kowi1239,shifting
3281,kwi,awac1239,threatened
3282,kwj,kwan1278,shifting
3283,kwk,kwak1269,moribund
3284,kwl,kofy1242,not endangered
3285,kwm,kwam1251,not endangered
3286,kwn,kwan1273,not endangered
3287,kwo,nucl1593,shifting
3288,kwp,kodi1246,threatened
3289,kwr,kwer1265,moribund
3290,kws,kwes1244,not endangered
3291,kwt,kwes1245,shifting
3292,kwu,kwak1266,not endangered
3293,kwv,sara1321,not endangered
3294,kww,kwin1243,threatened
3295,kwx,khir1237,not endangered
3296,kwy,sans1272,not endangered
3297,kwz,kwad1244,extinct
3298,kxa,kair1263,shifting
3299,kxb,krob1245,not endangered
3300,kxc,kons1243,not endangered
3301,kxd,brun1242,not endangered
3302,kxf,manu1255,not endangered
3303,kxh,karo1297,shifting
3304,kxi,keni1249,shifting
3305,kxj,kulf1238,shifting
3306,kxk,zaye1235,not endangered
3307,kxm,nort2684,not endangered
3308,kxn,kano1244,shifting
3309,kxo,kano1245,nearly extinct
3310,kxp,wadi1248,not endangered
3311,kxq,smar1235,moribund
3312,kxr,bowa1234,shifting
3313,kxs,kang1281,moribund
3314,kxt,koiw1243,shifting
3315,kxv,kuvi1243,not endangered
3316,kxw,kona1242,not endangered
3317,kxx,liku1242,not endangered
3318,kxy,kayo1245,not endangered
3319,kxz,kere1286,not endangered
3320,kya,kway1241,not endangered
3321,kyb,butb1235,not endangered
3322,kyc,kyak1244,not endangered
3323,kyd,kare1339,threatened
3324,kye,krac1238,not endangered
3325,kyf,kouy1238,not endangered
3326,kyg,keya1238,not endangered
3327,kyh,karo1304,moribund
3328,kyi,kipu1237,shifting
3329,kyj,kara1487,not endangered
3330,kyk,kama1363,not endangered
3331,kyl,kala1400,extinct
3332,kym,kpat1244,shifting
3333,kyn,karo1299,not endangered
3334,kyo,kelo1247,shifting
3335,kyp,kang1282,not endangered
3336,kyq,keng1240,not endangered
3337,kyr,kuru1309,extinct
3338,kys,bara1370,threatened
3339,kyt,kaya1328,threatened
3340,kyu,west2409,not endangered
3341,kyv,kayo1247,threatened
3342,kyw,kudm1238,not endangered
3343,kyx,rapo1238,not endangered
3344,kyy,kamb1303,shifting
3345,kyz,kaya1329,shifting
3346,kza,west2466,not endangered
3347,kzb,kaib1244,shifting
3348,kzc,bond1246,not endangered
3349,kzd,kada1286,shifting
3350,kze,kose1239,not endangered
3351,kzf,daak1235,not endangered
3352,kzg,kika1239,moribund
3353,kzi,kela1258,threatened
3354,kzk,kazu1245,extinct
3355,kzl,kaye1241,extinct
3356,kzm,kais1235,shifting
3357,kzn,koko1267,not endangered
3358,kzo,kani1279,threatened
3359,kzp,kaid1239,shifting
3360,kzq,kaik1246,threatened
3361,kzr,kara1478,threatened
3362,kzs,sugu1243,threatened
3363,kzu,kayu1243,moribund
3364,kzv,komy1238,threatened
